S2_sex,age_cat,S1_race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,score_text,v_score_text,T_two_year_recid
Male,25 - 45,African-American,0,0,1,2,F,High,High,0
Male,25 - 45,Caucasian,0,0,0,11,F,High,Low,1
Male,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,1,F,Medium,Medium,1
Male,Less than 25,Other,0,2,0,3,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,7,F,Low,Low,1
Male,Less than 25,African-American,0,0,0,2,F,Low,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,Less than 25,Caucasian,0,0,0,0,M,Medium,Low,0
Male,25 - 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,Less than 25,African-American,0,0,0,2,M,Medium,Medium,1
Male,Less than 25,African-American,0,0,1,0,F,High,High,1
Male,25 - 45,Caucasian,2,0,1,15,F,High,Medium,1
Male,25 - 45,African-American,0,0,0,2,M,Low,Low,1
Male,25 - 45,African-American,0,0,0,10,F,High,Medium,1
Female,Less than 25,African-American,0,0,0,4,M,High,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,8,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,5,F,Medium,Low,1
Male,25 - 45,African-American,0,0,0,14,F,High,Medium,1
Male,25 - 45,African-American,0,1,0,13,F,High,High,1
Male,25 - 45,African-American,0,0,0,9,F,Medium,Medium,1
Male,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Female,Greater than 45,African-American,0,0,0,21,F,Medium,Low,1
Male,Less than 25,Hispanic,0,0,0,1,M,Medium,Medium,1
Male,Greater than 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,4,F,High,Medium,0
Male,25 - 45,African-American,0,0,0,5,F,Low,Low,1
Male,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,1
Female,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,Caucasian,0,1,0,11,F,High,High,1
Male,Less than 25,African-American,0,0,0,3,M,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,6,F,High,High,1
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,0,1,2,F,Low,Low,1
Male,Less than 25,African-American,0,0,0,3,F,Medium,Medium,1
Male,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,0,M,Low,Low,1
Male,25 - 45,African-American,0,3,0,18,M,High,High,0
Male,25 - 45,African-American,0,0,0,1,F,High,Medium,0
Male,25 - 45,Caucasian,0,0,0,2,F,Low,Low,1
Male,25 - 45,Caucasian,0,0,1,3,M,Low,Low,0
Female,25 - 45,Hispanic,0,0,0,4,F,Medium,Medium,1
Male,Greater than 45,African-American,0,0,0,5,M,Medium,Medium,0
Male,25 - 45,Other,0,0,0,0,M,Low,Low,0
Male,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,Less than 25,African-American,0,0,0,0,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,7,F,Medium,Low,1
Male,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Male,25 - 45,African-American,0,0,0,10,M,High,High,1
Male,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,8,F,High,Medium,1
Male,25 - 45,African-American,0,0,0,1,F,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,1,0,1,F,Low,Low,0
Male,Less than 25,Caucasian,0,0,0,0,F,Medium,High,1
Male,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Female,Less than 25,African-American,0,0,0,6,M,Medium,Medium,0
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Male,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Male,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,9,M,Medium,Low,0
Male,25 - 45,African-American,0,0,0,2,M,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,0,F,Medium,Medium,1
Male,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,Less than 25,Caucasian,0,0,0,1,F,Low,Low,1
Male,25 - 45,Hispanic,0,0,0,3,M,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,4,M,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,3,M,Low,Low,1
Male,25 - 45,Native American,0,0,0,0,F,Low,Low,0
Male,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Female,Less than 25,Other,0,0,0,2,F,Low,Medium,1
Male,Greater than 45,African-American,0,0,0,8,F,Medium,Low,1
Male,25 - 45,African-American,0,0,0,5,M,Medium,Medium,0
Female,Greater than 45,African-American,0,0,0,1,M,Medium,Low,0
Male,25 - 45,African-American,0,0,0,9,F,High,Medium,0
Male,Greater than 45,African-American,0,0,0,5,F,High,Low,1
Female,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,Greater than 45,African-American,0,0,0,5,M,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,Greater than 45,African-American,0,0,0,4,F,Low,Low,1
Female,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,Less than 25,Hispanic,2,0,0,2,F,High,High,1
Male,Greater than 45,African-American,0,0,0,16,F,High,High,0
Male,Less than 25,Other,0,0,0,0,F,Low,Medium,0
Male,25 - 45,African-American,0,0,0,21,F,High,High,1
Female,Less than 25,Hispanic,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,8,F,High,Low,1
Male,Less than 25,African-American,0,0,0,1,F,Medium,Medium,0
Male,25 - 45,Caucasian,0,0,0,1,M,Low,Low,1
Male,Greater than 45,Hispanic,0,0,0,8,M,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,Less than 25,African-American,0,0,1,1,F,Medium,High,1
Male,Greater than 45,Caucasian,0,0,0,1,M,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,1
Male,Greater than 45,African-American,0,0,0,2,F,High,Low,0
Female,25 - 45,African-American,0,1,0,11,F,High,Medium,1
Male,25 - 45,African-American,0,0,0,4,M,Medium,Medium,0
Male,25 - 45,African-American,0,1,0,14,F,High,Medium,1
Male,25 - 45,African-American,0,0,0,2,F,Medium,Low,0
Male,Greater than 45,African-American,0,0,0,5,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,0,F,High,Medium,1
Male,25 - 45,African-American,0,0,0,12,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,7,F,High,High,1
Male,25 - 45,African-American,0,0,1,8,F,Low,Low,0
Male,25 - 45,Other,0,0,0,5,F,Medium,Low,0
Female,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,4,F,Low,Low,0
Female,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,Less than 25,Hispanic,0,0,0,1,F,Medium,High,0
Female,Greater than 45,Caucasian,0,0,0,7,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,1,F,Low,Low,1
Male,Greater than 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,1
Female,25 - 45,African-American,0,0,0,4,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,3,F,Medium,Medium,0
Male,25 - 45,African-American,0,0,1,4,F,Low,Low,0
Male,Greater than 45,African-American,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,2,M,Low,Low,0
Male,Greater than 45,African-American,0,0,0,5,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,4,F,Medium,Low,1
Male,25 - 45,African-American,0,0,0,0,M,Medium,Low,0
Male,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Female,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,African-American,0,1,0,13,M,High,High,1
Male,25 - 45,African-American,0,0,0,9,F,Medium,Low,0
Male,25 - 45,Caucasian,0,0,1,1,F,Low,Low,0
Female,25 - 45,African-American,0,0,0,4,F,Low,Low,1
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,5,M,Low,Low,0
Female,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,25 - 45,African-American,0,0,1,3,F,Low,Low,0
Female,Greater than 45,African-American,0,0,0,7,M,Low,Low,0
Male,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,25 - 45,Hispanic,0,0,0,16,F,High,Medium,1
Male,25 - 45,African-American,0,0,0,2,F,Medium,Low,1
Female,Less than 25,African-American,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,1,F,Medium,Medium,0
Female,Less than 25,Caucasian,0,0,0,1,F,Medium,Low,0
Male,25 - 45,African-American,0,0,0,13,M,High,High,1
Male,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Female,25 - 45,Other,0,0,0,0,M,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,Less than 25,Caucasian,0,0,1,0,M,Low,Medium,1
Male,25 - 45,African-American,4,0,0,6,M,High,High,0
Male,25 - 45,African-American,0,0,0,0,F,High,Low,0
Male,25 - 45,Hispanic,0,0,0,2,F,Low,Low,1
Male,25 - 45,Asian,0,0,0,2,F,High,Low,1
Female,25 - 45,African-American,0,0,0,7,M,Low,Low,0
Male,Less than 25,African-American,0,0,0,1,F,High,High,1
Male,Less than 25,African-American,0,0,0,3,F,Medium,Medium,1
Male,25 - 45,African-American,0,0,0,2,M,Low,Low,0
Male,Less than 25,Hispanic,0,0,0,0,F,Low,Medium,1
Male,Greater than 45,Caucasian,0,0,1,2,M,Low,Low,0
Male,Greater than 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,19,F,Medium,Low,0
Male,25 - 45,Hispanic,0,0,0,8,F,Medium,Low,1
Male,25 - 45,Hispanic,0,0,0,5,F,Low,Low,1
Male,Less than 25,African-American,0,0,0,1,M,Low,Medium,1
Male,25 - 45,African-American,0,0,1,7,F,High,High,0
Female,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,2,M,High,Medium,0
Male,25 - 45,African-American,0,0,0,11,F,Medium,Low,1
Male,25 - 45,Hispanic,0,0,0,0,F,Medium,Medium,0
Male,25 - 45,Caucasian,0,0,0,6,F,High,Medium,1
Male,Greater than 45,African-American,0,0,0,38,F,Medium,Low,1
Male,25 - 45,African-American,0,1,1,7,F,Medium,Low,1
Male,25 - 45,Hispanic,0,0,0,0,F,Low,Low,1
Female,25 - 45,Caucasian,0,0,0,7,F,High,Low,0
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,25 - 45,Other,0,0,0,3,F,Medium,Low,0
Male,25 - 45,Other,0,1,0,4,F,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,4,F,Low,Low,0
Male,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Male,25 - 45,African-American,0,0,0,1,F,High,High,0
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,Less than 25,African-American,0,0,0,1,F,Medium,Medium,1
Male,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,1,7,M,Medium,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,2,1,13,F,Medium,Low,1
Male,25 - 45,Caucasian,0,0,0,2,F,Medium,Low,1
Male,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,1
Male,25 - 45,African-American,2,0,0,4,F,High,Medium,1
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Female,25 - 45,African-American,0,0,0,0,M,High,Low,1
Male,Less than 25,Other,0,0,0,0,F,Medium,High,1
Male,Greater than 45,Caucasian,0,0,0,1,M,Low,Low,1
Male,25 - 45,African-American,0,0,0,4,F,Medium,Low,0
Male,25 - 45,African-American,0,0,0,4,F,Low,Low,1
Male,Less than 25,Caucasian,0,0,2,5,F,High,Medium,1
Male,Less than 25,Caucasian,0,0,2,0,F,Medium,Medium,1
Male,25 - 45,African-American,0,0,0,2,F,Medium,Low,0
Male,25 - 45,African-American,0,0,0,1,F,Low,Low,1
Female,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,Greater than 45,Other,0,0,0,2,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,23,F,High,High,1
Male,Less than 25,African-American,0,0,1,0,F,Low,Medium,0
Male,25 - 45,African-American,0,0,0,4,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Female,25 - 45,Other,0,0,0,0,M,Low,Low,0
Male,Less than 25,Other,0,0,0,0,F,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,1,F,Low,Low,1
Female,Less than 25,Caucasian,0,0,0,0,F,High,Medium,0
Male,Less than 25,Other,1,0,0,1,F,Medium,High,0
Male,Greater than 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,9,F,Medium,High,0
Male,Greater than 45,Other,0,0,0,0,M,Low,Low,0
Female,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,Less than 25,African-American,0,0,0,3,F,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,0,F,Medium,Low,1
Female,25 - 45,Hispanic,0,0,0,3,M,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,25 - 45,Other,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,1,0,6,F,Medium,Medium,0
Male,Greater than 45,Caucasian,0,0,0,9,F,High,Low,1
Male,Less than 25,African-American,0,0,0,0,F,High,Medium,1
Male,25 - 45,African-American,0,0,0,4,F,High,High,0
Male,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,1
Male,25 - 45,Caucasian,0,0,0,2,F,Medium,Medium,0
Female,Greater than 45,African-American,0,0,0,4,F,Low,Low,0
Female,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,8,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,12,F,High,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,0,1,11,F,High,Medium,1
Female,25 - 45,African-American,0,0,0,5,F,Medium,Low,0
Male,Less than 25,African-American,1,0,0,2,F,Medium,Medium,0
Female,Greater than 45,African-American,0,0,0,1,F,High,Low,1
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,Greater than 45,Caucasian,0,0,0,11,F,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,Greater than 45,African-American,0,0,0,4,M,Low,Low,0
Female,Greater than 45,Native American,0,0,0,15,F,High,High,1
Male,Greater than 45,African-American,0,0,0,21,F,Medium,Medium,1
Female,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,0
Female,25 - 45,African-American,0,0,0,9,M,Medium,Low,1
Female,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,25 - 45,Caucasian,0,2,0,5,M,Medium,Low,1
Male,Less than 25,African-American,0,1,0,1,F,High,High,1
Male,25 - 45,African-American,0,0,1,26,F,High,High,1
Male,Less than 25,African-American,0,0,0,1,F,High,High,1
Male,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,4,F,High,High,1
Female,25 - 45,African-American,0,0,0,3,F,Medium,Low,1
Male,25 - 45,Caucasian,0,0,0,3,F,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,11,F,High,Low,1
Male,Greater than 45,African-American,0,0,0,5,F,Medium,Medium,1
Male,25 - 45,Other,0,0,0,4,M,Low,Low,1
Male,Less than 25,African-American,1,0,0,1,F,High,High,1
Male,25 - 45,African-American,0,0,0,18,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,15,F,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,8,M,Low,Low,1
Male,25 - 45,Hispanic,0,0,0,3,F,Low,Low,0
Female,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Female,Less than 25,Other,0,0,0,0,M,Medium,Medium,1
Male,25 - 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,6,M,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,3,F,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,13,F,Medium,Medium,1
Female,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Female,25 - 45,Caucasian,0,0,0,2,F,Medium,Low,1
Male,25 - 45,African-American,0,0,0,3,F,Low,Low,0
Female,Greater than 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,5,F,Medium,Low,1
Male,25 - 45,Hispanic,0,1,0,1,M,Low,Medium,0
Male,Greater than 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Female,25 - 45,Caucasian,0,0,0,4,M,High,Medium,1
Male,Greater than 45,Caucasian,0,0,0,9,F,Medium,Low,0
Female,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Male,Less than 25,African-American,0,0,0,0,F,Low,Medium,1
Male,25 - 45,African-American,0,0,0,4,M,High,High,1
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,4,F,High,High,0
Female,Less than 25,African-American,1,0,0,1,F,Medium,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,1
Male,25 - 45,African-American,0,0,0,3,F,High,High,1
Male,Greater than 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,3,F,Low,Low,1
Female,25 - 45,Hispanic,0,0,0,0,M,Low,Low,1
Male,25 - 45,African-American,0,0,0,14,F,High,Low,1
Male,Less than 25,African-American,0,0,0,0,M,Medium,Medium,0
Male,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,25 - 45,African-American,0,5,0,37,M,Medium,Low,1
Male,Less than 25,African-American,0,0,0,2,F,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,0,M,Low,Low,1
Male,Less than 25,African-American,1,0,0,1,F,Low,Medium,1
Male,25 - 45,African-American,0,0,0,2,F,Medium,Low,1
Female,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Female,25 - 45,African-American,0,0,0,7,F,Low,Low,1
Male,25 - 45,Caucasian,0,0,0,7,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,0,M,Low,Low,1
Male,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Female,25 - 45,African-American,0,0,0,3,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,1,F,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,African-American,0,2,0,15,F,High,Medium,1
Male,Greater than 45,African-American,0,0,0,6,F,Medium,Low,1
Male,25 - 45,African-American,0,0,0,1,F,Medium,Medium,0
Male,Less than 25,African-American,0,0,0,17,F,High,High,1
Male,25 - 45,Hispanic,0,0,0,0,F,Low,Low,1
Male,Less than 25,African-American,0,0,1,1,F,High,High,1
Female,25 - 45,Hispanic,0,0,0,1,F,Low,Low,1
Male,Less than 25,African-American,0,0,1,0,F,Low,Medium,0
Male,Greater than 45,Hispanic,0,0,0,9,F,Medium,Low,1
Female,25 - 45,Other,0,0,0,0,F,Low,Low,0
Female,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,Less than 25,Other,0,0,0,1,F,Low,Medium,0
Female,Greater than 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,1,M,Low,Low,1
Male,Greater than 45,African-American,0,0,0,10,F,Medium,Low,1
Male,Less than 25,Caucasian,0,1,2,1,F,High,High,0
Male,Greater than 45,African-American,1,0,0,7,M,High,Low,0
Male,25 - 45,Caucasian,0,0,0,6,F,Medium,Low,1
Male,Greater than 45,African-American,0,0,0,1,M,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Female,25 - 45,African-American,0,0,3,9,M,High,Medium,1
Male,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,10,F,Medium,Low,1
Male,Less than 25,Caucasian,0,0,0,3,F,High,High,1
Male,25 - 45,Other,0,0,0,0,F,Low,Low,1
Male,Greater than 45,African-American,0,0,0,0,M,Medium,Low,0
Male,Greater than 45,African-American,0,0,0,1,M,Medium,Medium,0
Male,Less than 25,African-American,1,2,2,3,F,High,High,1
Male,25 - 45,African-American,3,0,0,13,F,High,Medium,0
Male,Greater than 45,African-American,0,0,0,3,M,Low,Low,1
Male,25 - 45,African-American,0,0,0,5,F,Low,Low,1
Male,Greater than 45,African-American,0,0,0,2,F,Low,Low,0
Female,25 - 45,African-American,0,1,0,7,F,Low,Low,0
Male,Less than 25,Caucasian,0,0,0,0,M,High,High,1
Male,Greater than 45,Caucasian,0,0,0,1,M,Low,Low,0
Female,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,1
Male,Less than 25,African-American,0,0,0,0,M,Medium,High,0
Male,Greater than 45,African-American,0,0,0,1,F,Low,Low,0
Female,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,2,F,Medium,Low,1
Male,25 - 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,3,M,Low,Low,1
Male,25 - 45,African-American,0,0,0,7,F,Medium,Medium,1
Male,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,0,F,Medium,Low,1
Female,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,Less than 25,Hispanic,1,0,0,6,F,High,High,1
Male,25 - 45,African-American,0,1,0,21,F,High,High,1
Female,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,Less than 25,African-American,0,0,0,0,F,Medium,High,1
Female,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,25,F,High,High,1
Female,Less than 25,Caucasian,0,0,0,0,F,Medium,Medium,0
Male,25 - 45,Caucasian,0,0,0,0,M,Medium,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,Less than 25,African-American,0,0,0,1,M,High,High,1
Male,Greater than 45,Caucasian,0,0,0,0,F,Medium,Low,1
Male,25 - 45,African-American,0,0,0,11,F,High,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,F,Low,Low,1
Male,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,2,M,Medium,Medium,1
Female,25 - 45,African-American,0,0,0,12,F,Medium,Low,1
Male,25 - 45,African-American,0,0,0,19,M,High,Low,1
Male,Greater than 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,3,F,Low,Low,0
Male,Greater than 45,African-American,0,0,0,15,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,9,F,Low,Low,1
Female,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,Less than 25,African-American,0,1,0,1,M,High,High,0
Male,Greater than 45,African-American,0,0,0,1,F,Low,Low,0
Male,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,Less than 25,African-American,0,0,0,3,F,Medium,Medium,1
Male,25 - 45,Caucasian,0,0,0,1,M,Low,Low,1
Male,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,Less than 25,Caucasian,0,0,1,1,F,Medium,Low,1
Male,Greater than 45,Other,0,0,0,2,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,3,F,High,High,1
Male,Less than 25,African-American,0,0,0,1,F,Low,Low,1
Male,25 - 45,Caucasian,0,0,0,4,F,Low,Low,1
Male,25 - 45,Caucasian,0,0,0,5,F,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,6,M,High,Low,1
Female,Less than 25,African-American,1,0,0,4,F,High,High,1
Male,Greater than 45,African-American,0,0,0,1,M,Low,Low,0
Female,25 - 45,African-American,0,0,0,2,M,Low,Low,1
Male,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,Greater than 45,African-American,0,0,0,22,F,Medium,Low,1
Male,25 - 45,African-American,0,0,0,4,F,Low,Low,1
Male,Greater than 45,Caucasian,0,0,0,7,F,Medium,Low,0
Male,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Female,Less than 25,African-American,0,0,0,1,F,High,Medium,0
Male,25 - 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,Less than 25,African-American,0,0,0,3,F,Medium,Medium,0
Male,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,7,F,Low,Low,1
Female,25 - 45,African-American,0,3,2,14,F,High,Medium,1
Male,25 - 45,Caucasian,0,0,0,2,M,Medium,Medium,0
Male,Less than 25,African-American,0,0,0,6,F,High,High,1
Male,25 - 45,Hispanic,0,0,0,1,F,Low,Low,1
Male,25 - 45,African-American,0,0,0,2,M,Low,Low,0
Male,25 - 45,African-American,0,0,0,7,M,High,Medium,0
Male,Greater than 45,Hispanic,0,0,0,0,F,Low,Low,0
Female,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,25 - 45,Caucasian,1,0,0,10,M,High,Low,1
Male,Less than 25,Caucasian,0,0,0,0,F,Low,Low,0
Male,25 - 45,African-American,0,0,0,5,F,Medium,Medium,1
Male,25 - 45,Caucasian,0,0,0,4,M,Low,Low,0
Male,25 - 45,Other,0,0,0,1,F,Low,Low,1
Male,Greater than 45,Hispanic,0,0,0,1,F,Low,Low,1
Male,Greater than 45,African-American,0,0,0,8,F,Low,Low,1
Male,Less than 25,African-American,0,1,0,1,F,High,High,1
