S1_racepctblack,pctWInvInc,pctWPubAsst,NumUnderPov,PctPopUnderPov,PctUnemployed,MalePctDivorce,FemalePctDiv,TotalPctDiv,PersPerFam,PctKids2Par,PctYoungKids2Par,PctTeen2Par,NumKidsBornNeverMar,PctKidsBornNeverMar,PctPersOwnOccup,HousVacant,PctHousOwnOcc,PctVacantBoarded,NumInShelters,NumStreet,T_ViolentCrimesPerPop
30.92,42.53,7.13,3037,12.45,4.07,9.9,13.94,12.0,3.05,60.16,76.32,69.48,1250,6.92,57.61,585,53.88,2.05,22,3,1.0
0.39,51.78,2.49,1032,5.63,2.07,6.87,9.84,8.41,3.15,85.22,89.98,85.59,100,0.89,71.85,227,64.98,0.44,0,0,0.0
4.07,43.75,2.5,691,6.25,3.44,10.85,15.26,13.27,2.99,69.27,82.31,68.92,198,2.43,59.62,726,55.33,0.55,0,0,0.0
0.83,75.97,2.55,392,2.36,2.98,6.11,8.79,7.49,2.92,87.89,100.0,89.35,37,0.31,92.9,170,91.4,1.18,0,0,0.0
23.65,26.86,11.17,2169,20.96,7.43,10.66,13.25,12.08,2.97,57.86,74.84,64.16,579,6.18,65.35,383,65.74,2.35,8,0,0.0
8.7,21.61,10.11,9867,11.4,7.37,9.47,13.97,11.77,3.64,70.53,84.5,75.28,2713,4.56,65.6,2998,64.19,1.9,10,25,1.0
0.29,26.54,16.5,3079,27.93,14.88,7.34,13.57,10.56,3.72,61.17,71.52,66.73,560,5.41,52.9,138,55.12,6.52,0,2,1.0
0.01,33.83,4.31,845,7.55,6.41,5.31,7.91,6.65,3.89,86.46,90.14,87.12,47,0.44,76.49,108,73.76,5.56,0,0,0.0
44.43,22.26,18.58,2639,26.24,8.71,10.89,17.1,14.42,3.17,44.61,55.47,53.41,805,8.41,61.89,410,61.67,0.49,0,0,1.0
0.42,58.95,1.67,313,2.3,2.6,6.53,9.59,8.09,3.15,85.89,95.11,87.71,51,0.53,79.96,169,75.36,0.0,0,0,0.0
10.93,45.62,2.38,263,2.34,2.94,5.65,9.49,7.66,3.28,87.31,95.2,77.95,70,1.07,85.47,124,85.16,0.81,0,0,0.0
0.16,47.05,7.67,1921,14.51,4.67,7.35,9.2,8.36,3.07,77.55,80.63,82.19,146,1.18,64.37,383,56.2,1.04,0,0,0.0
0.22,46.7,6.66,2393,14.7,7.28,14.74,16.68,15.75,2.95,66.08,78.29,60.09,292,2.11,56.86,302,55.51,3.97,118,3,0.0
0.55,69.0,1.94,377,3.36,4.23,5.47,9.14,7.41,2.91,86.39,95.11,88.51,43,0.46,92.02,83,90.71,1.2,0,0,0.0
0.81,61.51,2.59,288,2.51,4.58,5.7,7.22,6.5,3.18,85.57,90.77,93.52,73,1.0,77.82,147,70.02,0.0,0,0,0.0
0.75,41.85,7.78,2112,18.98,7.41,10.48,12.63,11.62,3.02,72.64,76.2,78.41,218,2.5,57.84,278,53.73,1.8,7,0,0.0
0.06,55.55,5.85,904,7.67,5.09,7.11,7.79,7.47,3.25,82.08,85.79,79.92,136,1.22,76.04,89,71.0,0.0,0,0,0.0
2.23,58.5,2.87,4807,5.58,3.03,9.06,14.05,11.63,2.94,78.66,87.02,80.28,646,1.11,63.99,1672,58.22,0.36,18,13,0.0
0.63,55.18,6.35,1281,14.69,6.32,5.69,8.1,6.96,3.11,76.38,85.74,80.22,138,2.51,57.57,99,50.99,0.0,0,0,0.0
0.64,45.83,4.55,1549,8.35,4.6,12.35,16.74,14.68,2.92,71.15,78.45,74.26,162,1.15,63.48,270,58.1,1.48,12,1,0.0
12.22,55.31,1.35,3159,28.65,5.77,3.81,6.08,4.81,2.88,78.29,92.04,86.09,101,1.68,50.95,222,47.02,0.0,0,0,0.0
1.8,46.97,4.82,1763,5.65,6.16,8.74,11.49,10.15,3.09,75.25,83.93,81.89,473,2.27,63.55,875,58.22,1.26,66,0,1.0
19.36,47.21,2.09,2010,9.61,3.76,10.63,15.68,13.27,2.84,67.37,89.57,72.26,240,2.39,42.64,591,44.34,0.0,2,0,1.0
2.27,23.1,8.22,4100,13.62,8.43,10.67,15.89,13.28,3.41,64.4,80.13,75.47,936,4.26,45.39,449,50.05,0.89,42,0,1.0
7.02,44.16,4.44,692,6.77,4.46,8.8,11.55,10.28,3.17,72.78,85.41,84.23,162,2.17,80.2,165,78.76,1.82,0,0,0.0
6.57,45.61,5.54,5277,21.46,4.6,7.07,9.04,8.14,2.85,68.82,78.74,77.94,602,4.02,43.8,590,42.12,1.02,2,0,0.0
1.27,68.85,2.19,627,1.98,4.41,3.38,5.85,4.67,3.22,88.04,97.58,88.74,152,0.66,93.79,252,92.52,1.19,0,0,0.0
43.89,33.86,9.88,54669,26.17,9.35,10.33,14.14,12.37,3.18,51.66,66.25,58.25,16228,9.92,56.7,13775,52.83,13.02,131,7,1.0
0.07,44.45,4.84,2322,13.44,5.53,7.25,8.78,8.07,3.11,79.82,83.44,83.72,177,1.16,70.28,588,63.78,0.34,0,0,0.0
30.21,25.0,13.21,2115,19.55,6.1,11.72,14.96,13.52,3.05,54.49,61.2,60.08,533,5.18,57.84,287,56.85,4.18,0,0,1.0
1.09,52.88,2.95,1200,4.3,3.02,7.17,9.03,8.12,3.24,86.27,95.18,89.49,115,0.56,86.68,348,83.49,2.87,0,0,0.0
4.22,28.13,16.66,3853,22.33,9.85,10.04,15.21,12.82,3.23,53.01,58.3,64.47,1168,8.05,26.29,694,23.71,3.03,7,0,1.0
0.39,29.86,14.48,3443,22.42,15.46,5.78,10.18,7.91,3.66,66.94,74.16,75.17,722,5.6,55.12,147,57.43,2.04,0,0,1.0
15.46,31.27,9.5,7781,24.92,6.68,13.77,16.04,15.04,2.8,58.79,68.08,64.69,914,3.16,60.79,3055,59.86,1.96,62,3,1.0
5.61,43.46,2.75,524,2.77,4.89,11.49,13.29,12.43,2.92,73.85,88.53,78.02,214,1.68,58.74,598,49.76,3.01,0,0,0.0
26.72,32.19,8.53,5415,30.0,8.13,19.09,10.61,15.85,3.08,61.06,72.41,70.14,741,6.48,39.19,1283,36.44,2.1,3,0,1.0
0.0,29.09,7.34,1621,15.12,6.4,11.76,14.79,13.36,3.15,73.4,81.64,86.15,67,0.7,73.93,366,73.88,4.37,0,0,0.0
7.45,32.64,9.37,7106,24.8,7.58,9.89,13.74,11.91,3.31,68.59,77.53,76.78,802,3.27,66.82,2085,66.04,6.24,14,0,1.0
0.25,73.93,1.1,497,3.88,2.81,2.35,6.27,4.4,3.23,86.37,96.99,81.88,60,0.6,93.36,162,93.91,0.0,0,0,0.0
0.48,41.91,8.12,2583,10.91,6.69,10.27,13.11,11.77,3.01,71.04,75.0,74.09,567,3.01,62.77,859,56.97,1.75,0,0,0.0
4.48,45.1,3.32,1116,5.16,2.39,10.49,12.49,11.55,2.87,73.88,85.9,79.09,239,1.43,70.03,448,67.43,0.67,1,4,0.0
4.86,40.1,7.36,1369,12.84,7.52,12.02,12.56,12.29,2.94,68.74,76.01,70.33,189,2.02,73.25,629,69.83,3.97,0,0,0.0
51.88,19.34,11.32,17806,16.47,10.0,11.74,18.78,15.42,3.62,54.18,68.39,63.51,8655,11.89,37.88,2611,36.31,3.1,10,95,1.0
1.27,35.86,7.18,1871,14.9,5.83,10.14,15.22,12.72,2.94,72.46,72.2,80.21,276,2.51,64.37,342,60.02,0.58,0,0,0.0
1.96,35.91,7.84,2633,12.66,7.01,10.56,13.3,12.04,3.05,71.65,81.69,76.98,360,2.08,70.79,431,65.12,2.32,0,0,1.0
3.11,51.49,3.39,1184,5.0,2.55,9.55,14.63,12.3,3.05,74.91,92.86,72.79,196,1.4,53.44,487,44.4,2.05,0,0,0.0
57.78,26.07,15.04,6071,25.16,8.17,11.1,16.95,14.46,3.06,43.81,58.97,50.0,1925,7.97,52.62,839,51.97,2.98,9,0,1.0
0.47,50.43,8.46,12607,13.39,5.42,9.48,11.47,10.54,3.08,73.56,77.8,75.84,2155,2.83,62.36,1343,56.56,0.6,150,1,1.0
1.0,41.46,5.39,3396,33.88,8.07,6.77,9.84,8.36,2.86,66.19,84.47,66.75,99,1.58,41.35,230,36.38,2.61,0,0,0.0
13.57,40.18,5.85,53768,14.99,6.09,12.78,17.3,15.18,2.96,65.86,79.06,70.27,9754,3.66,59.77,20764,55.81,11.02,334,91,1.0
17.62,52.78,3.42,1163,2.88,4.6,5.53,8.18,6.83,3.31,79.53,96.31,85.96,681,2.7,74.36,542,67.46,1.11,0,0,0.0
3.17,39.13,8.59,3399,9.6,7.59,7.76,11.38,9.73,3.05,69.25,73.37,69.9,790,2.88,45.64,888,41.34,0.9,0,0,1.0
0.86,47.89,4.3,619,3.61,5.46,6.92,8.83,7.89,3.19,82.99,88.37,86.52,159,1.28,74.41,323,68.69,0.93,0,0,0.0
1.0,46.54,3.15,2881,8.22,4.54,9.46,12.41,11.0,2.75,75.48,89.78,72.82,254,0.92,79.08,2055,78.84,0.49,0,0,0.0
9.65,47.72,1.71,512,3.19,2.42,8.16,12.44,10.28,3.32,80.8,93.13,86.73,201,2.4,65.66,340,64.29,2.35,18,0,0.0
0.18,37.91,3.94,1678,9.69,5.31,11.08,13.17,12.12,3.31,78.73,86.49,81.03,171,1.5,69.03,837,63.13,1.19,14,0,1.0
0.97,44.61,5.86,8694,8.99,7.07,10.74,13.33,12.1,3.01,69.45,76.81,71.42,2089,2.99,51.62,4023,46.04,2.11,147,1,0.0
1.04,62.67,1.75,1278,3.81,3.78,5.2,7.38,6.35,3.08,88.08,95.86,87.82,139,0.55,86.95,305,80.78,0.98,0,0,0.0
24.9,35.95,8.4,1390,10.66,5.96,11.73,16.58,14.28,3.07,60.79,69.01,67.45,603,5.65,55.7,213,52.45,3.76,0,0,1.0
0.69,35.93,6.68,918,6.25,8.27,9.25,11.78,10.59,3.13,74.51,85.4,83.03,279,2.63,63.07,474,57.59,0.21,19,0,1.0
8.45,28.09,18.17,4434,26.82,8.52,13.54,16.87,15.41,2.95,59.76,62.31,73.4,611,3.67,56.43,733,55.9,4.23,31,0,1.0
0.35,44.25,6.44,609,5.87,6.65,5.84,8.91,7.42,3.2,81.38,90.23,80.03,111,1.42,75.6,190,71.3,2.63,0,0,1.0
5.52,44.41,4.47,1013,8.51,3.73,11.28,15.58,13.65,2.92,65.58,82.72,63.87,201,2.46,48.86,289,43.76,0.35,19,0,1.0
0.75,60.25,3.27,331,2.82,4.57,5.76,8.75,7.29,3.26,87.87,98.47,87.02,80,1.02,85.34,122,81.1,0.82,0,0,0.0
13.64,47.66,3.6,416,4.01,3.59,8.88,12.11,10.63,2.99,75.47,84.7,79.59,94,1.1,66.25,190,60.68,0.53,0,0,0.0
17.59,40.13,2.81,686,4.63,2.87,7.98,12.95,10.59,3.0,77.62,89.0,77.05,102,1.02,68.96,211,65.67,0.47,0,0,0.0
1.15,75.0,1.87,304,2.25,3.56,3.8,6.81,5.34,2.96,90.18,98.7,93.53,0,0.0,92.02,185,90.8,1.62,0,0,0.0
6.71,35.75,12.82,6465,21.12,9.51,11.18,15.7,13.61,3.05,59.36,65.51,72.07,1438,5.5,49.82,738,46.48,3.39,68,0,0.0
0.76,54.04,1.54,309,2.84,2.91,5.94,7.84,6.91,3.18,82.93,92.32,89.36,54,0.71,83.47,121,82.7,3.31,0,0,0.0
0.08,59.54,2.92,442,2.66,2.93,5.33,6.01,5.67,3.28,87.61,97.1,89.36,56,0.46,87.83,196,84.79,1.02,0,0,0.0
0.99,48.61,3.47,1390,11.52,5.14,11.24,15.55,13.2,2.82,69.9,86.26,75.61,67,0.86,60.59,443,56.93,1.35,0,0,0.0
2.29,52.28,0.64,426,2.51,2.28,7.39,10.87,9.15,3.14,87.13,96.21,82.39,70,0.84,79.32,407,76.42,0.74,0,0,0.0
14.43,25.88,13.01,23648,18.43,9.08,8.9,13.43,11.11,3.96,63.54,78.63,72.57,6699,7.14,56.57,2023,57.43,4.15,211,6,1.0
0.22,57.06,8.02,3344,10.65,5.79,7.96,9.43,8.74,3.03,78.6,86.1,80.85,407,1.4,71.32,584,65.96,1.37,0,0,0.0
2.56,34.5,10.49,9386,21.62,6.51,10.89,14.96,13.03,3.19,62.96,71.86,75.77,1247,3.18,69.19,2047,69.08,5.52,15,2,1.0
1.7,49.49,4.01,738,4.0,4.71,5.72,7.64,6.73,3.29,84.79,93.11,81.29,139,1.09,83.2,272,78.43,1.1,0,0,0.0
0.88,29.57,9.49,1962,19.76,10.06,12.29,16.67,14.64,3.15,65.13,67.82,77.21,257,3.04,53.3,247,52.5,1.21,0,0,0.0
16.71,45.93,2.95,3392,29.43,4.87,8.26,10.76,9.6,2.75,65.5,81.65,71.09,345,8.12,28.37,471,24.3,0.85,7,0,1.0
33.98,37.56,5.67,25193,14.62,5.26,11.93,16.45,14.4,3.04,58.75,73.91,64.45,8160,6.51,61.04,8422,56.21,9.25,140,1,1.0
52.56,25.4,14.9,4463,25.98,6.6,11.8,16.57,14.53,3.13,47.93,51.79,51.88,1194,7.18,60.62,709,60.3,1.55,0,0,1.0
0.82,39.4,9.59,5980,21.65,8.53,15.48,17.92,16.79,2.85,59.91,68.4,61.59,398,1.57,53.52,888,50.37,2.93,45,29,1.0
8.68,25.67,9.66,2943,25.98,8.72,9.45,14.37,12.03,3.25,64.86,72.86,76.59,162,1.58,56.82,449,56.92,3.12,0,0,0.0
1.16,27.74,8.48,4323,22.96,5.77,10.57,14.41,12.6,3.49,62.59,64.77,75.9,1237,8.19,62.85,502,60.53,4.18,88,18,1.0
15.58,36.04,12.73,11387,18.64,10.83,11.1,13.35,12.33,3.01,57.24,62.44,67.03,3258,6.18,60.85,2665,55.99,11.44,163,0,1.0
14.11,46.58,7.14,6939,16.09,7.29,7.12,9.66,8.54,3.37,75.33,90.12,76.92,1808,5.11,63.98,1536,65.4,2.28,101,5,1.0
0.03,49.12,7.57,1445,9.92,4.43,9.89,12.23,11.12,3.05,75.46,79.48,77.72,305,2.51,67.59,186,62.07,1.08,0,0,0.0
6.45,66.87,1.75,554,4.54,1.79,7.17,9.15,8.2,2.99,83.03,94.95,84.88,45,0.52,81.54,232,73.27,0.0,0,0,0.0
34.35,21.88,7.96,13248,21.73,4.82,13.12,16.86,14.78,3.14,56.29,71.93,53.09,3568,8.65,37.25,3109,37.49,5.08,28,10,1.0
31.88,31.97,4.62,7570,15.48,8.23,13.98,17.9,16.08,3.14,58.0,74.4,62.44,2369,7.52,54.1,1980,48.68,1.62,10,14,1.0
0.56,55.09,5.07,3359,6.13,3.09,9.17,12.02,10.66,3.16,77.8,85.2,78.09,780,2.05,62.93,830,55.45,0.36,13,0,0.0
0.54,42.16,3.89,1125,5.82,3.23,9.17,14.04,11.76,3.06,76.28,91.98,73.78,185,1.24,70.7,293,66.8,0.68,0,0,0.0
0.55,52.8,4.09,715,4.34,4.82,5.3,7.36,6.38,3.14,83.15,95.85,87.4,75,0.62,85.88,174,80.47,0.57,0,0,0.0
22.62,36.1,8.85,2487,19.92,5.75,9.46,11.13,10.42,3.01,63.1,70.59,75.95,330,2.91,71.3,770,70.0,2.21,9,0,0.0
31.56,31.28,8.95,1414,13.39,4.44,9.13,12.86,11.24,3.05,59.74,74.38,74.62,1125,10.64,62.15,279,61.05,1.08,16,0,1.0
14.69,45.44,5.33,1872,5.46,4.26,8.0,10.54,9.35,3.25,71.55,86.95,77.82,880,3.38,85.39,309,80.7,5.83,0,0,1.0
0.64,61.05,2.33,266,2.12,3.98,5.67,8.83,7.36,3.17,88.75,98.03,89.89,45,0.49,80.0,226,71.3,0.0,0,0,0.0
0.2,37.28,10.92,2210,17.25,4.42,10.33,13.45,12.09,2.83,71.58,86.21,76.04,66,0.56,63.1,313,58.91,1.28,4,1,1.0
1.76,64.04,1.92,235,1.73,2.54,5.31,7.65,6.58,3.01,87.77,99.47,90.49,94,0.98,83.23,208,76.04,0.48,0,0,0.0
0.56,35.85,14.04,2078,16.3,10.35,11.18,14.66,13.08,3.07,64.63,67.32,68.02,227,2.01,55.51,328,52.28,1.22,0,1,0.0
55.75,29.46,10.83,43216,22.68,8.79,10.91,15.27,13.3,3.27,50.61,66.54,58.36,16372,10.76,60.21,7509,57.3,10.37,93,2,1.0
3.84,22.62,12.24,5699,14.28,8.28,9.92,14.51,12.21,3.65,62.64,78.29,69.02,1615,5.59,47.07,581,48.16,1.72,0,0,1.0
0.33,62.41,2.83,280,1.8,3.98,4.42,7.6,6.07,3.13,88.22,96.4,88.43,4,0.03,90.71,212,89.04,1.89,0,0,0.0
7.95,46.18,4.18,620,4.15,2.91,9.19,9.82,9.52,3.29,76.58,94.04,87.36,176,1.63,78.99,395,72.0,2.53,0,0,0.0
8.23,49.69,2.61,1414,6.66,3.15,9.29,14.36,12.13,2.81,74.3,91.92,81.16,231,1.87,59.17,538,52.83,0.37,0,0,0.0
39.47,44.2,5.71,2072,8.42,5.32,9.05,13.33,11.38,3.23,64.12,83.68,69.97,1237,7.55,64.67,440,60.96,2.5,21,0,1.0
40.43,27.28,15.5,46480,26.53,10.39,15.52,19.24,17.53,3.1,43.22,51.14,48.38,15663,10.87,52.22,7700,50.98,14.44,406,5,1.0
5.75,46.1,5.49,3375,4.98,5.29,11.69,14.5,13.18,2.92,69.45,88.16,71.62,723,1.46,62.07,1061,58.51,0.28,17,5,1.0
10.13,37.19,3.76,467,4.04,3.64,9.07,13.02,11.15,3.16,78.06,91.8,81.54,124,1.6,72.53,266,68.46,0.38,0,0,0.0
0.36,34.2,6.95,1641,11.94,10.08,10.77,12.26,11.54,3.33,76.49,76.16,84.84,246,1.96,77.03,348,74.47,7.47,0,0,0.0
1.35,39.3,7.98,2203,18.95,9.17,13.88,14.14,14.02,2.86,66.06,79.56,82.05,86,0.72,67.45,550,65.61,1.27,7,0,0.0
17.84,36.9,5.11,2175,9.83,4.22,8.42,12.9,10.78,3.16,75.01,81.77,76.71,446,2.84,65.22,731,59.67,3.28,0,0,1.0
4.2,59.68,1.1,188,1.55,3.06,6.84,8.88,7.87,3.09,82.86,95.81,85.08,27,0.36,77.28,299,70.59,0.67,0,0,0.0
19.03,54.79,4.71,3645,7.68,5.02,8.16,11.95,10.22,3.05,67.53,86.67,69.74,2181,6.71,55.26,1282,51.63,0.94,539,3,0.0
10.97,36.38,5.89,3538,14.87,7.85,11.39,15.99,13.82,3.05,65.79,75.57,72.9,733,3.78,66.59,1580,67.98,20.13,0,0,0.0
12.05,36.92,2.06,572,4.88,3.2,10.66,14.37,12.66,2.87,73.68,88.68,65.1,123,2.21,45.92,516,34.83,0.39,0,0,0.0
13.98,48.09,2.36,672,3.5,2.22,13.13,16.5,14.85,2.86,70.54,86.76,73.88,555,5.61,55.19,498,52.99,1.0,0,0,1.0
3.04,53.05,4.15,923,6.09,3.63,9.61,13.68,11.82,3.11,73.23,77.46,82.65,251,2.4,62.83,335,54.07,0.3,0,0,1.0
0.41,79.08,2.84,319,1.23,2.87,5.48,8.86,7.25,2.94,89.18,93.08,86.53,33,0.17,89.4,270,87.83,0.74,8,0,0.0
1.33,39.54,4.71,939,8.57,3.92,7.71,11.15,9.53,3.21,81.46,91.21,84.63,90,1.17,75.83,316,71.79,5.38,0,0,0.0
5.86,43.89,7.01,2317,4.9,4.86,10.77,12.98,11.8,3.63,73.15,89.53,80.31,1250,3.73,69.5,366,69.61,1.37,0,0,0.0
1.65,60.84,1.71,352,2.09,4.25,4.48,6.54,5.53,3.38,88.97,98.82,92.94,34,0.3,92.65,170,91.04,2.35,0,0,0.0
1.9,55.44,3.38,1618,2.43,4.65,4.62,7.11,5.9,3.34,86.65,95.31,88.45,352,0.74,88.57,858,84.63,2.56,0,0,0.0
2.94,54.64,5.21,3815,8.08,4.77,11.39,16.53,14.02,2.85,69.64,83.89,72.96,926,3.22,55.95,844,54.47,0.83,170,16,1.0
3.44,27.54,9.74,128886,25.32,9.85,8.69,14.05,11.54,3.63,65.81,79.82,73.7,16162,3.76,60.32,8080,57.62,5.24,359,95,1.0
0.5,43.92,5.15,593,4.11,7.29,6.02,8.93,7.51,3.45,85.72,96.95,80.97,69,0.68,92.49,215,88.96,3.72,0,0,0.0
4.46,42.28,8.21,5715,16.91,6.66,9.47,12.57,11.2,2.94,67.22,75.14,70.2,931,3.23,67.5,2090,61.26,5.84,0,9,1.0
0.43,46.36,7.06,762,5.86,7.65,6.94,10.21,8.68,3.19,76.28,85.23,74.7,183,1.79,62.21,259,57.8,2.7,0,0,1.0
45.09,24.65,20.81,4929,34.5,7.72,11.62,17.6,14.98,3.19,40.76,46.97,46.76,1058,7.42,52.31,555,53.15,3.96,18,0,1.0
9.0,34.15,6.15,2841,20.96,7.84,15.47,13.77,14.68,3.09,66.89,72.53,75.95,389,3.18,66.59,904,67.8,4.2,5,0,1.0
4.19,54.39,3.68,815,3.34,5.04,5.49,8.43,7.04,3.21,81.84,93.49,88.74,159,0.86,76.03,236,71.08,0.0,19,0,0.0
1.02,67.67,1.74,474,4.73,2.8,5.05,7.68,6.47,2.84,83.53,95.45,81.51,32,0.42,86.71,108,86.23,0.93,0,0,0.0
6.37,39.05,11.8,1847,11.76,4.72,7.95,12.98,10.65,3.15,67.5,86.79,74.97,215,1.93,48.02,503,45.82,0.6,35,21,0.0
0.88,49.37,3.72,3597,23.4,6.09,5.19,8.27,6.68,2.98,81.25,91.9,80.04,201,2.28,48.39,177,42.05,3.39,0,0,0.0
2.61,44.32,3.24,2580,7.77,5.45,10.41,14.87,12.72,3.01,73.76,83.25,80.58,322,1.34,64.91,1022,62.73,0.1,0,0,1.0
9.42,35.76,9.56,10140,20.43,8.33,12.68,14.75,13.75,2.98,62.99,69.92,69.32,1144,2.78,64.53,2589,62.11,4.48,73,0,0.0
2.48,19.91,19.49,4553,24.31,14.81,8.92,12.86,10.98,3.71,63.46,73.53,74.49,952,5.49,49.89,333,49.35,4.5,0,8,1.0
1.11,42.67,6.42,1375,7.67,6.57,8.8,9.79,9.32,3.11,76.92,85.74,85.41,201,1.36,78.71,401,72.01,1.5,0,0,1.0
15.27,25.76,9.91,2746,24.2,9.57,12.02,14.01,13.03,3.51,67.21,81.26,75.79,311,3.51,57.73,1045,57.07,9.76,5,0,1.0
0.46,54.61,3.73,597,3.75,5.87,4.17,5.74,4.98,3.22,89.08,99.22,90.33,82,0.71,92.24,154,91.0,1.95,0,0,0.0
0.31,69.88,2.54,274,2.33,2.72,2.94,4.8,3.91,3.19,90.27,98.36,90.79,18,0.2,92.86,89,88.16,0.0,0,0,0.0
1.06,64.29,2.79,656,2.42,2.34,5.69,7.68,6.78,2.97,85.53,93.27,86.04,166,0.75,77.84,353,73.57,0.0,0,0,0.0
16.01,27.88,17.98,36174,22.79,10.69,13.11,17.73,15.47,3.43,55.92,65.33,64.98,9790,7.94,51.21,4322,52.25,10.55,828,133,1.0
3.42,37.2,8.39,4094,11.43,7.04,12.89,18.64,15.57,2.53,66.33,77.34,67.96,480,3.51,22.62,1253,22.28,0.88,14,142,1.0
31.53,34.45,16.52,52237,23.5,8.8,13.21,16.76,15.12,3.14,42.05,49.89,46.18,23779,14.34,48.42,7547,44.0,9.51,294,1,1.0
3.57,41.84,3.22,11221,15.04,6.05,8.99,13.35,11.19,2.98,73.94,82.88,76.41,606,1.3,56.93,3743,51.04,3.74,32,0,0.0
4.77,36.73,1.33,630,2.85,4.49,6.98,9.94,8.47,3.51,86.39,93.56,89.42,91,0.76,75.93,380,77.2,0.26,0,0,0.0
0.46,50.03,2.63,386,3.89,3.65,9.54,14.32,12.08,3.13,74.63,89.47,83.44,30,0.39,73.74,72,72.01,1.39,0,0,0.0
2.39,33.27,14.64,17900,17.99,10.68,9.04,12.51,10.84,3.3,58.43,68.03,62.77,4164,5.62,44.59,3283,41.89,3.08,182,50,1.0
7.1,35.05,4.01,2442,8.82,5.22,11.24,13.14,12.2,3.38,77.88,90.89,80.78,310,1.62,72.26,822,70.98,2.92,0,0,1.0
7.94,35.35,8.51,10227,18.88,6.83,10.08,13.76,12.03,3.28,68.49,83.88,73.54,1147,2.58,59.81,2025,58.18,4.69,7,3,1.0
23.5,36.53,8.46,3227,18.74,5.04,12.27,15.37,13.98,3.04,54.55,63.53,58.67,1049,7.88,48.28,711,47.35,0.28,37,0,1.0
1.09,48.95,6.95,1994,9.5,7.93,7.59,11.64,9.84,2.69,66.79,73.51,65.78,328,1.81,72.67,6319,73.11,0.22,12,0,1.0
3.37,62.84,0.89,459,2.48,2.32,4.49,6.49,5.53,3.26,90.46,97.18,91.39,59,0.46,90.14,260,85.79,0.0,0,0,0.0
7.89,42.51,8.0,14452,15.59,6.51,10.16,13.35,11.85,3.08,65.35,71.42,72.26,3696,5.04,64.98,3138,61.17,7.84,107,31,1.0
27.58,45.56,4.07,22942,11.8,3.97,9.84,13.94,11.97,2.92,66.76,81.34,69.03,7020,6.06,51.85,6821,46.88,1.06,215,2,1.0
0.29,42.09,3.97,5397,41.77,8.7,2.13,3.35,2.83,3.72,85.57,92.19,89.42,18,0.25,40.41,136,40.43,1.47,0,0,0.0
56.42,12.29,26.92,30588,36.56,16.3,13.69,18.62,16.34,3.71,26.62,31.47,33.55,17760,24.19,48.4,3512,48.39,39.89,293,122,1.0
0.47,51.97,1.84,375,2.54,4.56,6.12,8.86,7.53,3.24,87.06,96.11,88.5,63,0.67,87.07,246,82.88,0.41,0,0,0.0
0.99,18.42,15.41,23446,22.51,9.4,7.45,12.52,9.9,4.24,59.98,74.73,71.86,7165,9.19,35.85,1036,40.21,4.44,287,152,1.0
0.56,48.51,2.96,560,2.89,6.71,7.1,9.52,8.33,3.23,83.41,90.82,89.78,165,1.31,77.77,272,74.92,1.47,0,0,0.0
12.43,40.55,4.5,80369,17.93,6.32,11.1,16.11,13.62,3.09,64.23,78.72,67.33,12068,4.49,45.91,24906,40.58,6.05,478,60,1.0
3.35,47.69,3.27,1947,3.47,4.49,6.05,9.14,7.65,3.24,82.93,93.5,80.75,454,1.2,73.82,1132,67.89,1.41,0,0,0.0
6.34,37.43,11.13,3349,19.21,9.47,10.34,12.44,11.5,3.07,70.95,80.5,81.43,363,2.46,69.96,802,66.85,4.49,0,0,1.0
43.14,25.42,11.17,4437,22.9,7.69,11.87,13.7,12.92,3.05,46.13,52.9,58.65,1624,9.7,47.21,711,48.8,11.53,9,3,1.0
4.18,33.14,6.72,2205,18.61,7.89,7.3,10.44,8.96,3.24,74.99,80.37,75.9,199,1.9,71.36,823,71.05,3.04,0,0,1.0
8.04,45.08,5.31,1897,10.82,6.91,10.78,12.05,11.45,2.86,66.37,76.15,76.61,378,2.55,72.47,1718,71.49,0.47,5,0,1.0
0.5,44.97,5.42,1519,7.05,5.55,11.37,14.71,13.14,3.02,72.39,81.31,82.02,334,1.96,67.42,244,65.1,1.23,0,2,0.0
0.95,53.19,2.5,165,1.6,3.8,7.69,10.48,9.2,3.12,80.89,95.58,84.51,125,1.75,79.94,152,74.9,1.97,0,0,0.0
8.79,40.46,10.65,3411,16.68,8.55,9.24,11.48,10.45,3.08,62.26,71.25,73.15,934,5.24,61.38,527,57.47,5.69,81,0,1.0
1.62,50.77,2.46,354,3.14,3.15,7.52,11.2,9.48,3.02,81.66,96.24,82.61,38,0.44,78.52,126,71.8,0.79,0,0,0.0
24.27,32.62,8.82,15238,16.08,5.47,13.47,16.44,15.09,2.91,55.91,70.25,64.43,4860,6.48,59.41,3354,56.63,4.5,285,15,1.0
29.59,36.73,7.86,65381,15.32,7.23,13.42,16.8,15.22,3.08,56.13,68.81,64.36,23818,7.41,61.99,24182,56.93,7.5,597,96,1.0
17.07,36.33,7.91,6505,18.55,6.99,8.8,12.7,10.96,2.94,65.73,79.83,72.79,1161,3.85,63.84,1003,60.5,1.69,27,0,1.0
1.4,41.8,8.94,3365,20.2,6.3,9.37,10.42,9.96,3.02,65.24,68.15,69.92,303,2.49,49.13,368,45.64,3.8,43,0,0.0
